TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "R_6" "Simulation_Time"
ZONE I=100 F=POINT
84  0.6083696231E-15  0.1361112858E-15  0.2569805182E-16  0.3996110717E-16  0.2866752024E-15  0.2304305639E-21  0.1706363000E+03
85  0.4437664440E-15  0.9910411123E-16  0.1868039148E-16  0.2925091571E-16  0.2091155559E-15  0.1700173501E-21  0.1726644000E+03
86  0.3237572099E-15  0.7238939526E-16  0.1356175789E-16  0.2148195688E-16  0.1526192230E-15  0.1252918955E-21  0.1746925000E+03
87  0.2359919728E-15  0.5273328372E-16  0.9934663749E-17  0.1569193085E-16  0.1114174991E-15  0.9207386968E-22  0.1767217000E+03
88  0.1721033843E-15  0.3850649675E-16  0.7341358900E-17  0.1150573576E-16  0.8113487463E-16  0.6765607440E-22  0.1787508000E+03
89  0.1253355407E-15  0.2814717007E-16  0.5298673167E-17  0.8293810077E-17  0.5916933596E-16  0.4969349721E-22  0.1807793000E+03
90  0.9135675880E-16  0.2053314728E-16  0.3891704693E-17  0.6205383311E-17  0.4317863773E-16  0.3622654417E-22  0.1828073000E+03
91  0.6649872588E-16  0.1503216314E-16  0.2979602586E-17  0.4509466215E-17  0.3137204082E-16  0.2660510491E-22  0.1849912000E+03
92  0.4837118632E-16  0.1104959250E-16  0.2018263269E-17  0.3319368781E-17  0.2288660108E-16  0.1935990304E-22  0.1870190000E+03
93  0.3509130078E-16  0.8047807612E-17  0.1500590329E-17  0.2391821963E-17  0.1668308246E-16  0.1420311317E-22  0.1890459000E+03
94  0.2550621873E-16  0.5805252412E-17  0.1272981284E-17  0.1772795190E-17  0.1204644776E-16  0.1031739037E-22  0.1910742000E+03
95  0.1857704124E-16  0.4174270093E-17  0.8701303309E-18  0.1292435212E-17  0.8828376991E-17  0.7606713329E-23  0.1931021000E+03
96  0.1362760773E-16  0.3155561715E-17  0.6649278559E-18  0.1044066725E-17  0.6384196960E-17  0.5566234509E-23  0.1951307000E+03
97  0.9773476164E-17  0.2276905817E-17  0.6086185780E-18  0.8332824132E-18  0.4793267802E-17  0.3887947239E-23  0.1971591000E+03
98  0.7165155133E-17  0.1667392463E-17  0.3864042589E-18  0.6022898627E-18  0.3352443660E-17  0.2908983126E-23  0.1991876000E+03
99  0.5047458851E-17  0.1322064544E-17  0.4187562893E-18  0.5089847392E-18  0.2537674779E-17  0.2075151488E-23  0.2012161000E+03
100  0.3742248836E-17  0.9325075373E-18  0.3787004289E-18  0.4624925526E-18  0.1774897337E-17  0.1621131070E-23  0.2032447000E+03
